Ignore,Key Address,Key Name,State,Testing Site Name,Facility Type,Testing Site Address,Testing Site Zip,Testing Site Phone Number,Testing Site Hours,Instructions,URL Source,
,"3322 College Drive, Vineland, NJ 08360",Rowan College Cumberland Campus,New Jersey,Rowan College Cumberland Campus,Drive-Thru,"3322 College Drive, Vineland, NJ 08360",8360,(856) 451-4700,call,"You must have both a prescription and an appointment provided to you by the Cumberland County Health Department in order to be tested. To make an appointment: 1.) Visit CompleteCareNJ.org's Request an Appointment Page, complete the form, and choose COVID-19 Telephone Screening as your reason for visit. 2.) Wait for a call back from CompleteCare. The agent will schedule you a telephone screening with a CompleteCare provider. 3.) During your telephone appointment, the provider will determine if you need to be tested. Not everyone will require a test. 4.) If you require a test, your prescription will be electronically submitted to Lab Corp. 5.) After your prescription is submitted, the Cumberland County Health Department will contact you to schedule your drive-thru test appointment time. 6. At the day and time of your scheduled appointment you should visit the Cumberland County testing location. No one will be tested without an appointment.",https://www.completecarenj.org/request-an-appointment/,New Testing Site
,"33 Kilmer Road, Edison, NJ 08817",NJ MVC Kilmer Inspection Center,New Jersey,NJ MVC Kilmer Inspection Center,Drive-Thru,"33 Kilmer Road, Edison, NJ 08817",8817,(732) 745-3100,"10 am - 2 pm Monday, Wednesday, Friday","To receive testing, you must be a Middlesex County resident (valid driver's license or state issued identification is required), make an appointment online or via phone, as well as either have a valid doctor's prescription or be exhibiting symptoms which include: fever 100.4 degrees or higher (99.6 degrees for people 65 years and older); respiratory symptoms; and/or shortness of breath. Residents can make their appointments online or by phone and can only be made the day before a testing day.",http://www.middlesexcountynj.gov/News/Pages/Middlesex-County-opening-COVID-19-drive-thru-testing-site-on-April-1-in-Edison.aspx,New Testing Site
,"1 College Drive, Toms River, NJ 08754",Ocean County College,New Jersey,Ocean County College,Drive-Thru,"1 College Drive, Toms River, NJ 08754",8754,(800) 342-9738,9 am - 3 pm Monday - Friday,"Testing is by appointment only for Ocean County residents. Obtain a physician's prescription for a test and then register online. Must present proof of Ocean County residency. Residents can obtain prescriptions online: Hackensack Meridian Health (Ocean Medical Center, Southern Ocean Medical Center) https://www.hackensackmeridianhealth.org/covid19/
 OR RWJ Barnabas Healthcare System (Community Medical Center, Monmouth Medical Center Southern Campus) www.RWJBHtelemed.org  use code RWJBH15",https://ochd.simplybook.me/v2/,New Testing Site
,"2400 Wellesley Dr NE, Albuquerque, New Mexico 87107",NMDOH NW Region - Midtown Public Health Office,New Mexico,NMDOH NW Region - Midtown Public Health Office,Drive-Thru,"2400 Wellesley Dr NE, Albuquerque, New Mexico 87107",87107,(505) 235-1564,8 am - 5 pm Monday - Friday,Call for an appointment. A referral from a healthcare provider or the Department of Health is preferred. Please stay in your vehicle.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"2211 Lomas Blvd. NE, Albuquerque, New Mexico 87106",UNMH Respiratory Care Center,New Mexico,UNMH Respiratory Care Center,Clinic,"2211 Lomas Blvd. NE, Albuquerque, New Mexico 87106",87106,(505) 272-2411,24 hours,Located next to patient parking garage in the Barbara and Bill Richardson Pavilion (BBRP). Directions to the Respiratory Care Center will be provide at the building entrance.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"200 E. Chisum St., Roswell, New Mexico 88203",NMDOH SE Region - Roswell Public Health Office,New Mexico,NMDOH SE Region - Roswell Public Health Office,Drive-Thru,"200 E. Chisum St., Roswell, New Mexico 88203",88203,(575) 624-6050,8:30 am - 11:30 am Monday - Thursday,Call for appointment.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"700 E. Roosevelt, Suite 100, Grants, New Mexico 87020",NMDOH NW Region - Grants Public Health Office,New Mexico,NMDOH NW Region - Grants Public Health Office,Drive-Thru,"700 E. Roosevelt, Suite 100, Grants, New Mexico 87020",87020,(505) 285-4601,8 am - 5 pm Monday - Friday,Call for an appointment. A referral from a healthcare provider or the Department of Health is preferred. Please stay in your vehicle.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"615 Prospect Ave, Springer, New Mexico 87747",Colfax General Lab,New Mexico,Colfax General Lab,Drive-Thru,"615 Prospect Ave, Springer, New Mexico 87747",87747,(575) 483-3310,7 am - 1 pm Monday - Friday,Testing is by appointment only. Call for appointment.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"1216 Cameo, Clovis, New Mexico 88101",NMDOH SE Region - Clovis Public Health Office,New Mexico,NMDOH SE Region - Clovis Public Health Office,Drive-Thru,"1216 Cameo, Clovis, New Mexico 88101",88101,(575) 763-5583,1 pm - 4 pm Monday - Thursday,Call for an appointment. A referral from a healthcare provider or the Department of Health is preferred. Please stay in your vehicle.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"643 5TH STREET, FORT SUMNER, New Mexico 88119",Ft. Sumner Public Health Department,New Mexico,Ft. Sumner Public Health Department,Drive-Thru,"643 5TH STREET, FORT SUMNER, New Mexico 88119",88119,(575) 355-2362,2 pm - 4 pm Friday,Call for appointment.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"865 N. Anthony Dr, Anthony, New Mexico 88021",NMDOH SW Region - Anthony Public Health Office,New Mexico,NMDOH SW Region - Anthony Public Health Office,Drive-Thru,"865 N. Anthony Dr, Anthony, New Mexico 88021",88021,(575) 882-5858,8:30 am - 11:30 am Monday - Friday,Please call to schedule an appointment and you will receive further instructions. (575) 882-5858 ext. 4,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"1170 North Solano, Las Cruces, New Mexico 88001",NMDOH SW Region - Las Cruces Public Health Office,New Mexico,NMDOH SW Region - Las Cruces Public Health Office,Drive-Thru,"1170 North Solano, Las Cruces, New Mexico 88001",88001,(575) 528-5001,8:30 am - 11:30 am Monday - Friday,Please call to schedule an appointment and you will receive further instructions. (575) 882-5858 ext. 4,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"3807 McNutt Road, Sunland Park, New Mexico 88063",NMDOH SW Region - Sunland Park Public Health Office,New Mexico,NMDOH SW Region - Sunland Park Public Health Office,Drive-Thru,"3807 McNutt Road, Sunland Park, New Mexico 88063",88063,(575) 589-2543,1 pm - 3 pm Monday; 8:30 am - 11:30 am Wednesday,Please call to schedule an appointment and you will receive further instructions. (575) 589-2543 ext. 4,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"1001 Memorial Drive, Artesia, New Mexico 88210",NMDOH SE Region - Artesia Public Health Office,New Mexico,NMDOH SE Region - Artesia Public Health Office,Drive-Thru,"1001 Memorial Drive, Artesia, New Mexico 88210",88210,(575) 746-9819,9 am - 11 am Monday - Thursday,Call for an appointment. A referral from a healthcare provider or the Department of Health is preferred. Please stay in your vehicle.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"1306 West Stevens, Carlsbad, New Mexico 88220",NMDOH SE Region - Carlsbad Public Health Office,New Mexico,NMDOH SE Region - Carlsbad Public Health Office,Drive-Thru,"1306 West Stevens, Carlsbad, New Mexico 88220",88220,(575) 885-4191,1 pm - 3 pm Wednesday - Thursday,Call for an appointment. A referral from a healthcare provider or the Department of Health is preferred. Please stay in your vehicle.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"1923 N. Dal Paso, Suite B, Hobbs, New Mexico 88240",NMDOH SE Region - Hobbs Public Health Office,New Mexico,NMDOH SE Region - Hobbs Public Health Office,Drive-Thru,"1923 N. Dal Paso, Suite B, Hobbs, New Mexico 88240",88240,(575) 397-2463,2 pm - 4 pm Monday - Thursday,"Please call for appointment. Go to the DOH - North Parking Lot. Please stay in vehicle, call office upon arrival.",https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"1923 N. Dal Paso, Hobbs, New Mexico 88240",Nor-Lea Hospital District – Hobbs Medical Clinic,New Mexico,Nor-Lea Hospital District – Hobbs Medical Clinic,Drive-Thru,"1923 N. Dal Paso, Hobbs, New Mexico 88240",88240,(575) 396-9090,10 am - 4 pm Monday - Friday,One way entrance off Michigan Street. Please call hotline to schedule an appointment and you will receive further details.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"2450 S Telshor Blvd, Las Cruces, New Mexico 88011",MMC - Memorial Medical Center,New Mexico,MMC - Memorial Medical Center,Drive-Thru,"2450 S Telshor Blvd, Las Cruces, New Mexico 88011",88011,(855) 600-3453,9 am - 1 pm Monday - Friday,"Patients who are concerned they may be experiencing COVID-19 symptoms should come to MMC for screening. However, if you are experiencing a medical emergency, including shortness of breath, call 9-1-1 and notify the dispatch agent that you are experiencing symptoms consistent with COVID-19. An emergency medicine provider will determine, in coordination with the health department and CDC guidelines, if testing is appropriate. It is important to know before attending these screenings that those without symptoms of the COVID-19 infection do not need testing. Specific symptoms of COVID-19 are fever, cough, or shortness of breath. The following criteria will be used to determine who is tested: 1) People experiencing symptoms of COVID-19 infection: fever, cough, or shortness of breath. 2) People who have traveled from Europe (to include Italy), China, Iran, South Korea, Japan, Seattle, New York City, San Francisco and Portland, Oregon.",https://www.mmclc.org/hospital-news/covid-19-community-testing-available-at-mmc,New Testing Site
,"111 Kansas City Road, Ruidoso, New Mexico 88345",NMDOH SE Region - Ruidoso Public Health Office,New Mexico,NMDOH SE Region - Ruidoso Public Health Office,Drive-Thru,"111 Kansas City Road, Ruidoso, New Mexico 88345",88345,(575) 258-3252,2 pm - 4 pm Monday - Thursday,Call for an appointment. A referral from a healthcare provider or the Department of Health is preferred. Please stay in your vehicle.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"1919 College Drive, Gallup, New Mexico 87301",NMDOH NW Region - Gallup Public Health Office,New Mexico,NMDOH NW Region - Gallup Public Health Office,Drive-Thru,"1919 College Drive, Gallup, New Mexico 87301",87301,(505) 722-4391,"10 am - 2 pm Monday, Wednesday, Friday",Call for an appointment. A referral from a healthcare provider or the Department of Health is preferred. Please stay in your vehicle.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"1315 Burro Ave Cloudcroft, Cloudcroft, New Mexico 88317",Susan Bruce - Bloom and Grow Pediatrics,New Mexico,Susan Bruce - Bloom and Grow Pediatrics,Clinic,"1315 Burro Ave Cloudcroft, Cloudcroft, New Mexico 88317",88317,(575) 682-2002,"9 am - 4 pm Monday, Tuesday, Thursday, Friday",Call for an appointment.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"310 S. 2ND STREET, Tucumcari, New Mexico 88401",NMDOH SE Region - TUCUMCARI PUBLIC HEALTH OFFICE,New Mexico,NMDOH SE Region - TUCUMCARI PUBLIC HEALTH OFFICE,Drive-Thru,"310 S. 2ND STREET, Tucumcari, New Mexico 88401",88401,(575) 461-2610,2 pm - 4 pm Monday - Thursday,Call for an appointment.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"1513 W. Fir St., Portales, New Mexico 88130",NMDOH SE Region - Portales Public Health Office,New Mexico,NMDOH SE Region - Portales Public Health Office,Drive-Thru,"1513 W. Fir St., Portales, New Mexico 88130",88130,(575) 356-4453,9 am - 11 am Monday - Thursday,Call for an appointment. A referral from a healthcare provider or the Department of Health is preferred. Please stay in your vehicle.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
,"355 S. Miller, Farmington, New Mexico 87401",NMDOH NW Region - Farmington Public Health Office,New Mexico,NMDOH NW Region - Farmington Public Health Office,Drive-Thru,"355 S. Miller, Farmington, New Mexico 87401",87401,(505) 327-4461,8 am - 5 pm Monday - Friday,Call for an appointment. A referral from a healthcare provider or the Department of Health is preferred. Please stay in your vehicle.,https://cvprovider.nmhealth.org/directory.html,New Testing Site
